origin,destination,flow
Taipalsaari,Kotka,1
Karijoki,Korsholm,1
Marttila,Urjala,1
Kannus,Reisjärvi,1
Parikkala,Puumala,1
Marttila,Uusikaupunki,1
Karijoki,Ilmajoki,1
Karijoki,Ikaalinen,1
Kannus,Vimpeli,1
Masku,Eura,1
Oripää,Hämeenkyrö,1
Masku,Oripää,1
Pori,Akaa,1
Kangasniemi,Heinävesi,1
Kangasniemi,Siilinjärvi,1
Kangasniemi,Lahti,1
Kangasniemi,Kuopio,1
Tammela,Jämsä,1
Parikkala,Tohmajärvi,1
Kangasniemi,Heinola,1
Rantasalmi,Kitee,1
Pori,Aura,1
Merijärvi,Oulu,1
Kangasala,Tuusula,1
Rantasalmi,Imatra,1
Kangasala,Tammela,1
Merijärvi,Siikajoki,1
Kangasala,Sysmä,1
Kangasniemi,Sysmä,1
Rantasalmi,Outokumpu,1
Kankaanpää,Virrat,1
Taivassalo,Pori,1
Kankaanpää,Uusikaupunki,1
Taivassalo,Lieto,1
Masku,Pyhäranta,1
Kankaanpää,Ruovesi,1
Kankaanpää,Rauma,1
Taivassalo,Paimio,1
Taivassalo,Pyhäranta,1
Kankaanpää,Alavus,1
Rantasalmi,Parikkala,1
Taivassalo,Pöytyä,1
Kankaanpää,Kangasala,1
Taivassalo,Tampere,1
Tammela,Hanko,1
Kankaanpää,Akaa,1
Kirkkonummi,Forssa,1
