ds,country,polygon_source,polygon_id,polygon_name,all_day_bing_tiles_visited_relative_change,all_day_ratio_single_tile_users,baseline_name,baseline_type
2020-04-28,FIN,GADM,FIN.5_1,Western Finland,-0.13417,0.2059,full_february,DAY_OF_WEEK
2020-04-29,FIN,GADM,FIN.5_1,Western Finland,-0.10202,0.19086,full_february,DAY_OF_WEEK
2020-04-30,FIN,GADM,FIN.5_1,Western Finland,-0.04487,0.17045,full_february,DAY_OF_WEEK
2020-05-01,FIN,GADM,FIN.5_1,Western Finland,-0.32208000000000003,0.2711,full_february,DAY_OF_WEEK
2020-05-02,FIN,GADM,FIN.5_1,Western Finland,-0.18503,0.25468,full_february,DAY_OF_WEEK
2020-05-03,FIN,GADM,FIN.5_1,Western Finland,-0.09507,0.26138,full_february,DAY_OF_WEEK
2020-05-04,FIN,GADM,FIN.5_1,Western Finland,-0.04251,0.17826,full_february,DAY_OF_WEEK
2020-05-05,FIN,GADM,FIN.5_1,Western Finland,-0.04034,0.16977,full_february,DAY_OF_WEEK
2020-05-06,FIN,GADM,FIN.5_1,Western Finland,-0.052320000000000005,0.17655,full_february,DAY_OF_WEEK
2020-05-07,FIN,GADM,FIN.5_1,Western Finland,-0.05442999999999999,0.17142000000000002,full_february,DAY_OF_WEEK
2020-05-08,FIN,GADM,FIN.5_1,Western Finland,-0.07781,0.17033,full_february,DAY_OF_WEEK
2020-05-09,FIN,GADM,FIN.5_1,Western Finland,-0.01883,0.20479,full_february,DAY_OF_WEEK
2020-05-10,FIN,GADM,FIN.5_1,Western Finland,-0.04608,0.23539000000000002,full_february,DAY_OF_WEEK
2020-05-11,FIN,GADM,FIN.5_1,Western Finland,-0.15222,0.21671999999999997,full_february,DAY_OF_WEEK
2020-05-12,FIN,GADM,FIN.5_1,Western Finland,-0.08615,0.18408,full_february,DAY_OF_WEEK
2020-05-13,FIN,GADM,FIN.5_1,Western Finland,-0.09147000000000001,0.18348,full_february,DAY_OF_WEEK
2020-05-14,FIN,GADM,FIN.5_1,Western Finland,-0.05632,0.1712,full_february,DAY_OF_WEEK
2020-05-15,FIN,GADM,FIN.5_1,Western Finland,-0.0697,0.16697,full_february,DAY_OF_WEEK
2020-05-16,FIN,GADM,FIN.5_1,Western Finland,-0.12324,0.2436,full_february,DAY_OF_WEEK
2020-05-17,FIN,GADM,FIN.5_1,Western Finland,-0.07658999999999999,0.25538,full_february,DAY_OF_WEEK
2020-05-18,FIN,GADM,FIN.5_1,Western Finland,-0.022430000000000002,0.17489000000000002,full_february,DAY_OF_WEEK
2020-05-19,FIN,GADM,FIN.5_1,Western Finland,-0.04689,0.17305,full_february,DAY_OF_WEEK
2020-05-20,FIN,GADM,FIN.5_1,Western Finland,0.014119999999999999,0.15629,full_february,DAY_OF_WEEK
2020-05-21,FIN,GADM,FIN.5_1,Western Finland,-0.16662000000000002,0.22464,full_february,DAY_OF_WEEK
2020-05-22,FIN,GADM,FIN.5_1,Western Finland,-0.01426,0.15181,full_february,DAY_OF_WEEK
2020-05-23,FIN,GADM,FIN.5_1,Western Finland,0.01396,0.19512000000000002,full_february,DAY_OF_WEEK
2020-05-24,FIN,GADM,FIN.5_1,Western Finland,-0.0253,0.23784,full_february,DAY_OF_WEEK
2020-05-25,FIN,GADM,FIN.5_1,Western Finland,0.0196,0.15964,full_february,DAY_OF_WEEK
2020-05-26,FIN,GADM,FIN.5_1,Western Finland,0.04795,0.14631,full_february,DAY_OF_WEEK
2020-05-27,FIN,GADM,FIN.5_1,Western Finland,0.01264,0.15865,full_february,DAY_OF_WEEK
2020-05-28,FIN,GADM,FIN.5_1,Western Finland,-0.0027300000000000002,0.15266,full_february,DAY_OF_WEEK
2020-05-29,FIN,GADM,FIN.5_1,Western Finland,0.0016300000000000002,0.14447000000000002,full_february,DAY_OF_WEEK
2020-05-30,FIN,GADM,FIN.5_1,Western Finland,0.06429,0.17908,full_february,DAY_OF_WEEK
2020-05-31,FIN,GADM,FIN.5_1,Western Finland,0.0746,0.20372,full_february,DAY_OF_WEEK
2020-06-01,FIN,GADM,FIN.5_1,Western Finland,0.08753999999999999,0.13902,full_february,DAY_OF_WEEK
2020-06-02,FIN,GADM,FIN.5_1,Western Finland,0.050589999999999996,0.14004,full_february,DAY_OF_WEEK
2020-06-03,FIN,GADM,FIN.5_1,Western Finland,0.05752,0.13781,full_february,DAY_OF_WEEK
2020-06-04,FIN,GADM,FIN.5_1,Western Finland,0.0263,0.14247,full_february,DAY_OF_WEEK
2020-06-05,FIN,GADM,FIN.5_1,Western Finland,-0.036289999999999996,0.14908,full_february,DAY_OF_WEEK
2020-06-06,FIN,GADM,FIN.5_1,Western Finland,-0.06137000000000001,0.20718000000000003,full_february,DAY_OF_WEEK
2020-06-07,FIN,GADM,FIN.5_1,Western Finland,-0.00301,0.2239,full_february,DAY_OF_WEEK
2020-06-08,FIN,GADM,FIN.5_1,Western Finland,0.029339999999999998,0.15433,full_february,DAY_OF_WEEK
2020-06-09,FIN,GADM,FIN.5_1,Western Finland,0.01859,0.14484,full_february,DAY_OF_WEEK
2020-06-10,FIN,GADM,FIN.5_1,Western Finland,0.07105,0.13395,full_february,DAY_OF_WEEK
2020-06-11,FIN,GADM,FIN.5_1,Western Finland,0.06112000000000001,0.1335,full_february,DAY_OF_WEEK
2020-06-12,FIN,GADM,FIN.5_1,Western Finland,0.050069999999999996,0.12705,full_february,DAY_OF_WEEK
2020-06-13,FIN,GADM,FIN.5_1,Western Finland,0.10715999999999999,0.16172,full_february,DAY_OF_WEEK
2020-06-14,FIN,GADM,FIN.5_1,Western Finland,0.12733,0.18495,full_february,DAY_OF_WEEK
2020-06-15,FIN,GADM,FIN.5_1,Western Finland,0.1102,0.13717000000000001,full_february,DAY_OF_WEEK
2020-06-16,FIN,GADM,FIN.5_1,Western Finland,0.0604,0.13784000000000002,full_february,DAY_OF_WEEK
2020-06-17,FIN,GADM,FIN.5_1,Western Finland,0.07756,0.13619,full_february,DAY_OF_WEEK
2020-06-18,FIN,GADM,FIN.5_1,Western Finland,0.11617000000000001,0.12265,full_february,DAY_OF_WEEK
2020-06-19,FIN,GADM,FIN.5_1,Western Finland,-0.16455999999999998,0.17121,full_february,DAY_OF_WEEK
2020-06-20,FIN,GADM,FIN.5_1,Western Finland,-0.12301,0.20364000000000002,full_february,DAY_OF_WEEK
2020-06-21,FIN,GADM,FIN.5_1,Western Finland,0.06775,0.18894,full_february,DAY_OF_WEEK
2020-06-22,FIN,GADM,FIN.5_1,Western Finland,0.06621,0.14602,full_february,DAY_OF_WEEK
2020-06-23,FIN,GADM,FIN.5_1,Western Finland,0.04567,0.14221,full_february,DAY_OF_WEEK
2020-06-24,FIN,GADM,FIN.5_1,Western Finland,0.05289,0.14105,full_february,DAY_OF_WEEK
2020-06-25,FIN,GADM,FIN.5_1,Western Finland,0.03517,0.14224,full_february,DAY_OF_WEEK
2020-06-26,FIN,GADM,FIN.5_1,Western Finland,0.02743,0.13217,full_february,DAY_OF_WEEK
2020-06-27,FIN,GADM,FIN.5_1,Western Finland,0.08379,0.16524,full_february,DAY_OF_WEEK
2020-06-28,FIN,GADM,FIN.5_1,Western Finland,0.10112,0.18750999999999998,full_february,DAY_OF_WEEK
2020-06-29,FIN,GADM,FIN.5_1,Western Finland,0.016569999999999998,0.1597,full_february,DAY_OF_WEEK
2020-06-30,FIN,GADM,FIN.5_1,Western Finland,-0.055279999999999996,0.17315,full_february,DAY_OF_WEEK
2020-07-01,FIN,GADM,FIN.5_1,Western Finland,-0.01756,0.15408,full_february,DAY_OF_WEEK
2020-07-02,FIN,GADM,FIN.5_1,Western Finland,0.01064,0.14311,full_february,DAY_OF_WEEK
2020-07-03,FIN,GADM,FIN.5_1,Western Finland,-0.01347,0.14168,full_february,DAY_OF_WEEK
2020-07-04,FIN,GADM,FIN.5_1,Western Finland,-0.02391,0.19277,full_february,DAY_OF_WEEK
2020-07-05,FIN,GADM,FIN.5_1,Western Finland,0.04083,0.20493000000000003,full_february,DAY_OF_WEEK
2020-07-06,FIN,GADM,FIN.5_1,Western Finland,-0.009940000000000001,0.16643,full_february,DAY_OF_WEEK
2020-07-07,FIN,GADM,FIN.5_1,Western Finland,-0.0291,0.16092,full_february,DAY_OF_WEEK
2020-07-08,FIN,GADM,FIN.5_1,Western Finland,-0.006840000000000001,0.15189,full_february,DAY_OF_WEEK
2020-07-09,FIN,GADM,FIN.5_1,Western Finland,-0.032,0.15313,full_february,DAY_OF_WEEK
2020-07-10,FIN,GADM,FIN.5_1,Western Finland,-0.02048,0.14182999999999998,full_february,DAY_OF_WEEK
2020-07-11,FIN,GADM,FIN.5_1,Western Finland,-0.00988,0.19196,full_february,DAY_OF_WEEK
2020-07-12,FIN,GADM,FIN.5_1,Western Finland,0.02765,0.20822,full_february,DAY_OF_WEEK
2020-07-13,FIN,GADM,FIN.5_1,Western Finland,0.01329,0.16005,full_february,DAY_OF_WEEK
2020-07-14,FIN,GADM,FIN.5_1,Western Finland,0.01825,0.14969000000000002,full_february,DAY_OF_WEEK
2020-07-15,FIN,GADM,FIN.5_1,Western Finland,0.07086,0.13838,full_february,DAY_OF_WEEK
2020-07-16,FIN,GADM,FIN.5_1,Western Finland,0.05235,0.13751,full_february,DAY_OF_WEEK
2020-07-17,FIN,GADM,FIN.5_1,Western Finland,0.029660000000000002,0.13364,full_february,DAY_OF_WEEK
2020-07-18,FIN,GADM,FIN.5_1,Western Finland,0.10092999999999999,0.15775,full_february,DAY_OF_WEEK
2020-07-19,FIN,GADM,FIN.5_1,Western Finland,0.13246,0.18285,full_february,DAY_OF_WEEK
2020-07-20,FIN,GADM,FIN.5_1,Western Finland,0.06256,0.14873,full_february,DAY_OF_WEEK
2020-07-21,FIN,GADM,FIN.5_1,Western Finland,-0.02503,0.16064,full_february,DAY_OF_WEEK
2020-07-22,FIN,GADM,FIN.5_1,Western Finland,0.00503,0.15373,full_february,DAY_OF_WEEK
2020-07-23,FIN,GADM,FIN.5_1,Western Finland,-0.0501,0.16555999999999998,full_february,DAY_OF_WEEK
2020-07-24,FIN,GADM,FIN.5_1,Western Finland,-0.09521,0.16471,full_february,DAY_OF_WEEK
2020-07-25,FIN,GADM,FIN.5_1,Western Finland,0.006690000000000001,0.18408,full_february,DAY_OF_WEEK
2020-07-26,FIN,GADM,FIN.5_1,Western Finland,0.11604,0.18600000000000003,full_february,DAY_OF_WEEK
2020-07-27,FIN,GADM,FIN.5_1,Western Finland,0.04455,0.15135,full_february,DAY_OF_WEEK
2020-07-28,FIN,GADM,FIN.5_1,Western Finland,-0.02546,0.16143,full_february,DAY_OF_WEEK
2020-07-29,FIN,GADM,FIN.5_1,Western Finland,-0.03463,0.16278,full_february,DAY_OF_WEEK
2020-07-30,FIN,GADM,FIN.5_1,Western Finland,-0.02647,0.15793,full_february,DAY_OF_WEEK
2020-07-31,FIN,GADM,FIN.5_1,Western Finland,0.017230000000000002,0.13573,full_february,DAY_OF_WEEK
2020-08-01,FIN,GADM,FIN.5_1,Western Finland,0.10171000000000001,0.16077,full_february,DAY_OF_WEEK
2020-08-02,FIN,GADM,FIN.5_1,Western Finland,0.05885,0.20159000000000002,full_february,DAY_OF_WEEK
2020-08-03,FIN,GADM,FIN.5_1,Western Finland,0.024130000000000002,0.14885,full_february,DAY_OF_WEEK
2020-08-04,FIN,GADM,FIN.5_1,Western Finland,0.01851,0.14115,full_february,DAY_OF_WEEK
2020-08-05,FIN,GADM,FIN.5_1,Western Finland,0.0506,0.13438,full_february,DAY_OF_WEEK
2020-08-06,FIN,GADM,FIN.5_1,Western Finland,0.00848,0.14168,full_february,DAY_OF_WEEK
2020-08-07,FIN,GADM,FIN.5_1,Western Finland,0.0174,0.12523,full_february,DAY_OF_WEEK
2020-08-08,FIN,GADM,FIN.5_1,Western Finland,0.1047,0.1583,full_february,DAY_OF_WEEK
2020-08-09,FIN,GADM,FIN.5_1,Western Finland,0.11732000000000001,0.18292,full_february,DAY_OF_WEEK
2020-08-10,FIN,GADM,FIN.5_1,Western Finland,0.06536,0.13802,full_february,DAY_OF_WEEK
2020-08-11,FIN,GADM,FIN.5_1,Western Finland,0.0201,0.13962,full_february,DAY_OF_WEEK
2020-08-12,FIN,GADM,FIN.5_1,Western Finland,0.01931,0.13684000000000002,full_february,DAY_OF_WEEK
2020-08-13,FIN,GADM,FIN.5_1,Western Finland,0.00206,0.13635,full_february,DAY_OF_WEEK
2020-08-14,FIN,GADM,FIN.5_1,Western Finland,0.02514,0.12754000000000001,full_february,DAY_OF_WEEK
2020-08-15,FIN,GADM,FIN.5_1,Western Finland,0.05861,0.17060999999999998,full_february,DAY_OF_WEEK
2020-08-16,FIN,GADM,FIN.5_1,Western Finland,0.09226000000000001,0.18983,full_february,DAY_OF_WEEK
2020-08-17,FIN,GADM,FIN.5_1,Western Finland,0.0509,0.13610999999999998,full_february,DAY_OF_WEEK
2020-08-18,FIN,GADM,FIN.5_1,Western Finland,0.025480000000000003,0.13301,full_february,DAY_OF_WEEK
2020-08-19,FIN,GADM,FIN.5_1,Western Finland,0.02561,0.1326,full_february,DAY_OF_WEEK
2020-08-20,FIN,GADM,FIN.5_1,Western Finland,0.02115,0.12941,full_february,DAY_OF_WEEK
2020-08-21,FIN,GADM,FIN.5_1,Western Finland,0.0236,0.12861,full_february,DAY_OF_WEEK
2020-08-22,FIN,GADM,FIN.5_1,Western Finland,-0.033280000000000004,0.19658,full_february,DAY_OF_WEEK
2020-08-23,FIN,GADM,FIN.5_1,Western Finland,0.0209,0.21248000000000003,full_february,DAY_OF_WEEK
2020-08-24,FIN,GADM,FIN.5_1,Western Finland,0.00183,0.14832,full_february,DAY_OF_WEEK
2020-08-25,FIN,GADM,FIN.5_1,Western Finland,0.00053,0.14164000000000002,full_february,DAY_OF_WEEK
2020-08-26,FIN,GADM,FIN.5_1,Western Finland,0.01814,0.1359,full_february,DAY_OF_WEEK
2020-08-27,FIN,GADM,FIN.5_1,Western Finland,0.02022,0.13234,full_february,DAY_OF_WEEK
2020-08-28,FIN,GADM,FIN.5_1,Western Finland,0.01,0.12744,full_february,DAY_OF_WEEK
2020-08-29,FIN,GADM,FIN.5_1,Western Finland,0.03442,0.17185999999999998,full_february,DAY_OF_WEEK
2020-08-30,FIN,GADM,FIN.5_1,Western Finland,0.02609,0.20820999999999998,full_february,DAY_OF_WEEK
2020-08-31,FIN,GADM,FIN.5_1,Western Finland,0.0079,0.14870999999999998,full_february,DAY_OF_WEEK
2020-09-01,FIN,GADM,FIN.5_1,Western Finland,0.03657,0.13314,full_february,DAY_OF_WEEK
2020-09-02,FIN,GADM,FIN.5_1,Western Finland,0.03342,0.12953,full_february,DAY_OF_WEEK
2020-09-03,FIN,GADM,FIN.5_1,Western Finland,-0.015269999999999999,0.1378,full_february,DAY_OF_WEEK
2020-09-04,FIN,GADM,FIN.5_1,Western Finland,-0.04616,0.13741,full_february,DAY_OF_WEEK
2020-09-05,FIN,GADM,FIN.5_1,Western Finland,-0.02394,0.18614,full_february,DAY_OF_WEEK
2020-09-06,FIN,GADM,FIN.5_1,Western Finland,-0.00594,0.21519000000000002,full_february,DAY_OF_WEEK
2020-09-07,FIN,GADM,FIN.5_1,Western Finland,0.01439,0.13982,full_february,DAY_OF_WEEK
2020-09-08,FIN,GADM,FIN.5_1,Western Finland,-0.057120000000000004,0.15306,full_february,DAY_OF_WEEK
2020-09-09,FIN,GADM,FIN.5_1,Western Finland,-0.02974,0.14079,full_february,DAY_OF_WEEK
2020-09-10,FIN,GADM,FIN.5_1,Western Finland,-0.05637999999999999,0.13702,full_february,DAY_OF_WEEK
2020-09-11,FIN,GADM,FIN.5_1,Western Finland,-0.02779,0.11905,full_february,DAY_OF_WEEK
2020-09-12,FIN,GADM,FIN.5_1,Western Finland,-0.06999,0.19072999999999998,full_february,DAY_OF_WEEK
2020-09-13,FIN,GADM,FIN.5_1,Western Finland,-0.00787,0.20084000000000002,full_february,DAY_OF_WEEK
2020-09-14,FIN,GADM,FIN.5_1,Western Finland,0.0098,0.12969,full_february,DAY_OF_WEEK
2020-09-15,FIN,GADM,FIN.5_1,Western Finland,0.01235,0.12828,full_february,DAY_OF_WEEK
2020-09-16,FIN,GADM,FIN.5_1,Western Finland,-0.058210000000000005,0.14776,full_february,DAY_OF_WEEK
2020-09-17,FIN,GADM,FIN.5_1,Western Finland,-0.10413,0.15591,full_february,DAY_OF_WEEK
2020-09-18,FIN,GADM,FIN.5_1,Western Finland,-0.023190000000000002,0.12513,full_february,DAY_OF_WEEK
2020-09-19,FIN,GADM,FIN.5_1,Western Finland,-0.00868,0.18091,full_february,DAY_OF_WEEK
2020-09-20,FIN,GADM,FIN.5_1,Western Finland,0.00351,0.20725,full_february,DAY_OF_WEEK
2020-09-21,FIN,GADM,FIN.5_1,Western Finland,-0.01155,0.14229,full_february,DAY_OF_WEEK
2020-09-22,FIN,GADM,FIN.5_1,Western Finland,-0.01986,0.13752999999999999,full_february,DAY_OF_WEEK
2020-09-23,FIN,GADM,FIN.5_1,Western Finland,0.00147,0.13178,full_february,DAY_OF_WEEK
2020-09-24,FIN,GADM,FIN.5_1,Western Finland,-0.031330000000000004,0.1341,full_february,DAY_OF_WEEK
2020-09-25,FIN,GADM,FIN.5_1,Western Finland,-0.02086,0.12597,full_february,DAY_OF_WEEK
2020-09-26,FIN,GADM,FIN.5_1,Western Finland,-0.00476,0.17909,full_february,DAY_OF_WEEK
2020-09-27,FIN,GADM,FIN.5_1,Western Finland,0.03651,0.20352,full_february,DAY_OF_WEEK
2020-09-28,FIN,GADM,FIN.5_1,Western Finland,0.01277,0.13865999999999998,full_february,DAY_OF_WEEK
2020-09-29,FIN,GADM,FIN.5_1,Western Finland,-0.03833,0.14143,full_february,DAY_OF_WEEK
2020-09-30,FIN,GADM,FIN.5_1,Western Finland,-0.01892,0.13683,full_february,DAY_OF_WEEK
2020-10-01,FIN,GADM,FIN.5_1,Western Finland,-0.00303,0.12929000000000002,full_february,DAY_OF_WEEK
2020-10-02,FIN,GADM,FIN.5_1,Western Finland,-0.015359999999999999,0.12577,full_february,DAY_OF_WEEK
2020-10-03,FIN,GADM,FIN.5_1,Western Finland,-0.01114,0.18155,full_february,DAY_OF_WEEK
2020-10-04,FIN,GADM,FIN.5_1,Western Finland,-0.03918,0.22448,full_february,DAY_OF_WEEK
2020-10-05,FIN,GADM,FIN.5_1,Western Finland,-0.02349,0.14794000000000002,full_february,DAY_OF_WEEK
2020-10-06,FIN,GADM,FIN.5_1,Western Finland,-0.08233,0.15954000000000002,full_february,DAY_OF_WEEK
2020-10-07,FIN,GADM,FIN.5_1,Western Finland,-0.04578,0.14719000000000002,full_february,DAY_OF_WEEK
2020-10-08,FIN,GADM,FIN.5_1,Western Finland,-0.07141,0.14682,full_february,DAY_OF_WEEK
2020-10-09,FIN,GADM,FIN.5_1,Western Finland,-0.09727999999999999,0.1484,full_february,DAY_OF_WEEK
2020-10-10,FIN,GADM,FIN.5_1,Western Finland,-0.052660000000000005,0.19766,full_february,DAY_OF_WEEK
2020-10-11,FIN,GADM,FIN.5_1,Western Finland,-0.10645,0.24679,full_february,DAY_OF_WEEK
2020-10-12,FIN,GADM,FIN.5_1,Western Finland,-0.08467999999999999,0.1716,full_february,DAY_OF_WEEK
2020-10-13,FIN,GADM,FIN.5_1,Western Finland,-0.09909,0.16510999999999998,full_february,DAY_OF_WEEK
2020-10-14,FIN,GADM,FIN.5_1,Western Finland,-0.06917999999999999,0.16022,full_february,DAY_OF_WEEK
2020-10-15,FIN,GADM,FIN.5_1,Western Finland,-0.06564,0.15735,full_february,DAY_OF_WEEK
2020-10-16,FIN,GADM,FIN.5_1,Western Finland,-0.08486,0.14877,full_february,DAY_OF_WEEK
2020-10-17,FIN,GADM,FIN.5_1,Western Finland,-0.08752,0.21195,full_february,DAY_OF_WEEK
2020-10-18,FIN,GADM,FIN.5_1,Western Finland,-0.11118,0.25265,full_february,DAY_OF_WEEK
2020-10-19,FIN,GADM,FIN.5_1,Western Finland,-0.08596000000000001,0.17096,full_february,DAY_OF_WEEK
2020-10-20,FIN,GADM,FIN.5_1,Western Finland,-0.0824,0.15808,full_february,DAY_OF_WEEK
2020-10-21,FIN,GADM,FIN.5_1,Western Finland,-0.13176,0.18213,full_february,DAY_OF_WEEK
2020-10-22,FIN,GADM,FIN.5_1,Western Finland,-0.13801,0.16835999999999998,full_february,DAY_OF_WEEK
2020-10-23,FIN,GADM,FIN.5_1,Western Finland,-0.10764000000000001,0.15181,full_february,DAY_OF_WEEK
2020-10-24,FIN,GADM,FIN.5_1,Western Finland,-0.08611,0.20715,full_february,DAY_OF_WEEK
2020-10-25,FIN,GADM,FIN.5_1,Western Finland,-0.08996,0.24541999999999997,full_february,DAY_OF_WEEK
2020-10-26,FIN,GADM,FIN.5_1,Western Finland,-0.08175,0.16509000000000001,full_february,DAY_OF_WEEK
2020-10-27,FIN,GADM,FIN.5_1,Western Finland,-0.09614,0.16017,full_february,DAY_OF_WEEK
2020-10-28,FIN,GADM,FIN.5_1,Western Finland,-0.06568,0.14928,full_february,DAY_OF_WEEK
2020-10-29,FIN,GADM,FIN.5_1,Western Finland,-0.07341,0.14706,full_february,DAY_OF_WEEK
2020-10-30,FIN,GADM,FIN.5_1,Western Finland,-0.0485,0.13719,full_february,DAY_OF_WEEK
2020-10-31,FIN,GADM,FIN.5_1,Western Finland,-0.08152000000000001,0.20948000000000003,full_february,DAY_OF_WEEK
2020-11-01,FIN,GADM,FIN.5_1,Western Finland,-0.1031,0.2509,full_february,DAY_OF_WEEK
2020-11-02,FIN,GADM,FIN.5_1,Western Finland,-0.09561,0.17117000000000002,full_february,DAY_OF_WEEK
2020-11-03,FIN,GADM,FIN.5_1,Western Finland,-0.07633,0.15317,full_february,DAY_OF_WEEK
2020-11-04,FIN,GADM,FIN.5_1,Western Finland,-0.07075,0.15111,full_february,DAY_OF_WEEK
2020-11-05,FIN,GADM,FIN.5_1,Western Finland,-0.07221,0.14923,full_february,DAY_OF_WEEK
2020-11-06,FIN,GADM,FIN.5_1,Western Finland,-0.05765,0.1388,full_february,DAY_OF_WEEK
2020-11-07,FIN,GADM,FIN.5_1,Western Finland,-0.05312000000000001,0.1995,full_february,DAY_OF_WEEK
2020-11-08,FIN,GADM,FIN.5_1,Western Finland,-0.06825,0.23159000000000002,full_february,DAY_OF_WEEK
2020-11-09,FIN,GADM,FIN.5_1,Western Finland,-0.05124,0.1589,full_february,DAY_OF_WEEK
2020-11-10,FIN,GADM,FIN.5_1,Western Finland,-0.05727,0.15556,full_february,DAY_OF_WEEK
2020-11-11,FIN,GADM,FIN.5_1,Western Finland,-0.08247,0.15745,full_february,DAY_OF_WEEK
2020-11-12,FIN,GADM,FIN.5_1,Western Finland,-0.08642999999999999,0.15492999999999998,full_february,DAY_OF_WEEK
2020-11-13,FIN,GADM,FIN.5_1,Western Finland,-0.07597000000000001,0.14561,full_february,DAY_OF_WEEK
2020-11-14,FIN,GADM,FIN.5_1,Western Finland,-0.09414,0.20951999999999998,full_february,DAY_OF_WEEK
2020-11-15,FIN,GADM,FIN.5_1,Western Finland,-0.11472,0.25455,full_february,DAY_OF_WEEK
2020-11-16,FIN,GADM,FIN.5_1,Western Finland,-0.07376,0.16421,full_february,DAY_OF_WEEK
2020-11-17,FIN,GADM,FIN.5_1,Western Finland,-0.10505,0.1647,full_february,DAY_OF_WEEK
2020-11-18,FIN,GADM,FIN.5_1,Western Finland,-0.07578,0.1525,full_february,DAY_OF_WEEK
2020-11-19,FIN,GADM,FIN.5_1,Western Finland,-0.13249,0.16860999999999998,full_february,DAY_OF_WEEK
2020-11-20,FIN,GADM,FIN.5_1,Western Finland,-0.10103999999999999,0.15283,full_february,DAY_OF_WEEK
2020-11-21,FIN,GADM,FIN.5_1,Western Finland,-0.15111,0.23031,full_february,DAY_OF_WEEK
2020-11-22,FIN,GADM,FIN.5_1,Western Finland,-0.13692000000000001,0.26166999999999996,full_february,DAY_OF_WEEK
2020-11-23,FIN,GADM,FIN.5_1,Western Finland,-0.08157,0.16591,full_february,DAY_OF_WEEK
2020-11-24,FIN,GADM,FIN.5_1,Western Finland,-0.08949,0.15966,full_february,DAY_OF_WEEK
2020-11-25,FIN,GADM,FIN.5_1,Western Finland,-0.10647000000000001,0.16831,full_february,DAY_OF_WEEK
2020-11-26,FIN,GADM,FIN.5_1,Western Finland,-0.08617999999999999,0.1548,full_february,DAY_OF_WEEK
2020-11-27,FIN,GADM,FIN.5_1,Western Finland,-0.09049,0.15065,full_february,DAY_OF_WEEK
2020-11-28,FIN,GADM,FIN.5_1,Western Finland,-0.12913,0.22283000000000003,full_february,DAY_OF_WEEK
2020-11-29,FIN,GADM,FIN.5_1,Western Finland,-0.1575,0.26966,full_february,DAY_OF_WEEK
2020-11-30,FIN,GADM,FIN.5_1,Western Finland,-0.0721,0.17195,full_february,DAY_OF_WEEK
2020-12-01,FIN,GADM,FIN.5_1,Western Finland,-0.10378,0.17242000000000002,full_february,DAY_OF_WEEK
2020-12-02,FIN,GADM,FIN.5_1,Western Finland,-0.09875,0.16827,full_february,DAY_OF_WEEK
2020-12-03,FIN,GADM,FIN.5_1,Western Finland,-0.10729000000000001,0.16835999999999998,full_february,DAY_OF_WEEK
2020-12-04,FIN,GADM,FIN.5_1,Western Finland,-0.12332,0.16662000000000002,full_february,DAY_OF_WEEK
2020-12-05,FIN,GADM,FIN.5_1,Western Finland,-0.1709,0.23718000000000003,full_february,DAY_OF_WEEK
2020-12-06,FIN,GADM,FIN.5_1,Western Finland,-0.23600000000000002,0.29529,full_february,DAY_OF_WEEK
2020-12-07,FIN,GADM,FIN.5_1,Western Finland,-0.08496000000000001,0.17395,full_february,DAY_OF_WEEK
2020-12-08,FIN,GADM,FIN.5_1,Western Finland,-0.09298,0.17068,full_february,DAY_OF_WEEK
2020-12-09,FIN,GADM,FIN.5_1,Western Finland,-0.10269,0.17124,full_february,DAY_OF_WEEK
2020-12-10,FIN,GADM,FIN.5_1,Western Finland,-0.09354,0.16557,full_february,DAY_OF_WEEK
2020-12-11,FIN,GADM,FIN.5_1,Western Finland,-0.10949,0.16213,full_february,DAY_OF_WEEK
2020-12-12,FIN,GADM,FIN.5_1,Western Finland,-0.14289000000000002,0.23415999999999998,full_february,DAY_OF_WEEK
2020-12-13,FIN,GADM,FIN.5_1,Western Finland,-0.16641,0.27744,full_february,DAY_OF_WEEK
2020-12-14,FIN,GADM,FIN.5_1,Western Finland,-0.07257000000000001,0.17535,full_february,DAY_OF_WEEK
2020-12-15,FIN,GADM,FIN.5_1,Western Finland,-0.08759,0.17404,full_february,DAY_OF_WEEK
2020-12-16,FIN,GADM,FIN.5_1,Western Finland,-0.10136,0.17622000000000002,full_february,DAY_OF_WEEK
2020-12-17,FIN,GADM,FIN.5_1,Western Finland,-0.07343,0.16192,full_february,DAY_OF_WEEK
2020-12-18,FIN,GADM,FIN.5_1,Western Finland,-0.1193,0.16777,full_february,DAY_OF_WEEK
2020-12-19,FIN,GADM,FIN.5_1,Western Finland,-0.11689000000000001,0.23376999999999998,full_february,DAY_OF_WEEK
2020-12-20,FIN,GADM,FIN.5_1,Western Finland,-0.16698,0.28076999999999996,full_february,DAY_OF_WEEK
2020-12-21,FIN,GADM,FIN.5_1,Western Finland,-0.07326,0.17862,full_february,DAY_OF_WEEK
2020-12-22,FIN,GADM,FIN.5_1,Western Finland,-0.03573,0.16354000000000002,full_february,DAY_OF_WEEK
2020-12-23,FIN,GADM,FIN.5_1,Western Finland,-0.040619999999999996,0.17728,full_february,DAY_OF_WEEK
2020-12-24,FIN,GADM,FIN.5_1,Western Finland,-0.34194,0.24777,full_february,DAY_OF_WEEK
